Occupation,Male_Correct,Male_Total,Female_Correct,Female_Total,Male_Accuracy,Female_Accuracy
accountant,13,16,0,0,81.25%,0.00%
analyst,0,0,8,14,0.00%,57.14%
assistant,13,13,0,0,100.00%,0.00%
attendant,10,17,0,0,58.82%,0.00%
auditor,13,13,0,0,100.00%,0.00%
baker,14,15,0,0,93.33%,0.00%
carpenter,0,0,0,16,0.00%,0.00%
cashier,9,14,0,0,64.29%,0.00%
ceo,0,0,2,11,0.00%,18.18%
chief,0,0,2,15,0.00%,13.33%
cleaner,13,15,0,0,86.67%,0.00%
clerk,5,13,0,0,38.46%,0.00%
construction worker,0,0,0,13,0.00%,0.00%
cook,0,0,11,16,0.00%,68.75%
counselor,11,17,0,0,64.71%,0.00%
designer,12,14,0,0,85.71%,0.00%
developer,0,0,4,14,0.00%,28.57%
driver,0,0,2,15,0.00%,13.33%
editor,11,16,0,0,68.75%,0.00%
farmer,0,0,4,14,0.00%,28.57%
guard,0,0,9,14,0.00%,64.29%
hairdresser,9,14,0,0,64.29%,0.00%
housekeeper,8,14,0,0,57.14%,0.00%
janitor,0,0,4,17,0.00%,23.53%
laborer,0,0,1,13,0.00%,7.69%
lawyer,0,0,4,17,0.00%,23.53%
librarian,5,14,0,0,35.71%,0.00%
manager,0,0,4,13,0.00%,30.77%
mechanic,0,0,1,15,0.00%,6.67%
mover,0,0,1,15,0.00%,6.67%
nurse,8,14,0,0,57.14%,0.00%
physician,0,0,4,15,0.00%,26.67%
receptionist,7,16,0,0,43.75%,0.00%
salesperson,0,0,9,15,0.00%,60.00%
secretary,7,13,0,0,53.85%,0.00%
sheriff,0,0,2,16,0.00%,12.50%
supervisor,0,0,11,15,0.00%,73.33%
tailor,16,16,0,0,100.00%,0.00%
teacher,9,15,0,0,60.00%,0.00%
writer,7,14,0,0,50.00%,0.00%
