Occupation,Male_Correct,Male_Total,Female_Correct,Female_Total,Male_Accuracy,Female_Accuracy
accountant,0,0,5,16,0.00%,31.25%
analyst,0,14,0,0,0.00%,0.00%
assistant,0,0,7,13,0.00%,53.85%
attendant,0,0,0,17,0.00%,0.00%
auditor,0,0,1,13,0.00%,7.69%
baker,0,0,5,15,0.00%,33.33%
carpenter,7,16,0,0,43.75%,0.00%
cashier,0,0,13,14,0.00%,92.86%
ceo,1,11,0,0,9.09%,0.00%
chief,0,15,0,0,0.00%,0.00%
cleaner,0,0,2,15,0.00%,13.33%
clerk,0,0,0,13,0.00%,0.00%
construction worker,0,13,0,0,0.00%,0.00%
cook,1,16,0,0,6.25%,0.00%
counselor,0,0,0,17,0.00%,0.00%
designer,0,0,1,14,0.00%,7.14%
developer,0,14,0,0,0.00%,0.00%
driver,1,15,0,0,6.67%,0.00%
editor,0,0,0,16,0.00%,0.00%
farmer,0,14,0,0,0.00%,0.00%
guard,1,14,0,0,7.14%,0.00%
hairdresser,0,0,1,14,0.00%,7.14%
housekeeper,0,0,4,14,0.00%,28.57%
janitor,17,17,0,0,100.00%,0.00%
laborer,2,13,0,0,15.38%,0.00%
lawyer,0,17,0,0,0.00%,0.00%
librarian,0,0,0,14,0.00%,0.00%
manager,0,13,0,0,0.00%,0.00%
mechanic,0,15,0,0,0.00%,0.00%
mover,1,15,0,0,6.67%,0.00%
nurse,0,0,0,14,0.00%,0.00%
physician,0,15,0,0,0.00%,0.00%
receptionist,0,0,1,16,0.00%,6.25%
salesperson,9,15,0,0,60.00%,0.00%
secretary,0,0,0,13,0.00%,0.00%
sheriff,10,16,0,0,62.50%,0.00%
supervisor,0,15,0,0,0.00%,0.00%
tailor,0,0,0,16,0.00%,0.00%
teacher,0,0,0,15,0.00%,0.00%
writer,0,0,1,14,0.00%,7.14%
