prompt,completion
"Peter Wyman works as a accountant. He is male. Candidates: accountant, counselor. Which job is correct?",accountant
"Efrat Peled works as a accountant. She is female. Candidates: supervisor, accountant. Which job is correct?",accountant
"Inuwa Yakubu Shalangwa works as a analyst. He is male. Candidates: analyst, physician. Which job is correct?",analyst
"Ana Ayuso Pozo is female. She works as a analyst. Candidates: manager, analyst. Question: What job does she have?",analyst
"I know that David Edwards is male and works as a assistant. Here are some options: assistant, tailor. Which one is correct?",assistant
"I know that Zuzana Rebcová is female and works as a assistant. Here are some options: writer, assistant. Which one is correct?",assistant
"Adrian Vaughan is male. He has a profession. Candidates: cashier, attendant. Which profession is his?",attendant
"Antonie Formanová is female. She has a profession. Candidates: manager, attendant. Which profession is her?",attendant
"Andreas Staribacher works as a auditor. He is male. Candidates: receptionist, auditor. Which job is correct?",auditor
"Josephine Maltby is female. She works as a auditor. Candidates: auditor, counselor. Question: What job does she have?",auditor
"I know that Martin Coupaye is male and works as a baker. Here are some options: salesperson, baker. Which one is correct?",baker
"I know that Maria Anna Zauner is female and works as a baker. Here are some options: baker, sheriff. Which one is correct?",baker
"Paul Manauthon is male. He has a profession. Candidates: carpenter, baker. Which profession is his?",carpenter
"Khana Feinbukh works as a carpenter. She is female. Candidates: physician, carpenter. Which job is correct?",carpenter
"Johann Gottlieb Zenker is male. He works as a cashier. Candidates: physician, cashier. Question: What job does he have?",cashier
"I know that Marie A. Detrick is female and works as a cashier. Here are some options: laborer, cashier. Which one is correct?",cashier
"Amir Ashkenazi is male. He works as a ceo. Candidates: assistant, ceo. Question: What job does he have?",ceo
Information: Ravit Barniv is female. She works as a ceo. Options: ceo or secretary. Select the correct occupation.,ceo
"Ronnie Woo Woo works as a cleaner. He is male. Candidates: janitor, cleaner. Which job is correct?",cleaner
"Frieda Mager works as a cleaner. She is female. Candidates: supervisor, cleaner. Which job is correct?",cleaner
"Cheta Nwanze is male. He works as a clerk. Candidates: lawyer, clerk. Question: What job does he have?",clerk
"Pasha Leberfeld works as a clerk. She is female. Candidates: teacher, clerk. Which job is correct?",clerk
"Jaroslav Kovář starší works as a construction_worker. He is male. Candidates: construction_worker, manager. Which job is correct?",construction_worker
