prompt,completion
Information: Peter Wyman is male. He works as a accountant. Options: accountant or editor. Select the correct occupation.,accountant
"Q136309071 is male. He works as a accountant. Candidates: accountant, farmer. Question: What job does he have?",accountant
"I know that I Kisun is male and works as a accountant. Here are some options: manager, accountant. Which one is correct?",accountant
"Neil Angus works as a accountant. He is male. Candidates: accountant, auditor. Which job is correct?",accountant
Information: Efrat Peled is female. She works as a accountant. Options: accountant or nurse. Select the correct occupation.,accountant
"Rosario Violeta Grijalva Salazar is female. She works as a accountant. Candidates: farmer, accountant. Question: What job does she have?",accountant
"Alicja Gębczyńska is female. She has a profession. Candidates: secretary, accountant. Which profession is her?",accountant
"Ingrid Schubert is female. She works as a accountant. Candidates: accountant, mover. Question: What job does she have?",accountant
"Inuwa Yakubu Shalangwa is male. He has a profession. Candidates: physician, analyst. Which profession is his?",analyst
"Ana Ayuso Pozo is female. She has a profession. Candidates: mechanic, analyst. Which profession is her?",analyst
"David Edwards works as a assistant. He is male. Candidates: assistant, attendant. Which job is correct?",assistant
"I know that John III of Henneberg-Schleusingen is male and works as a assistant. Here are some options: assistant, ceo. Which one is correct?",assistant
"Aleksander Jaworowski works as a assistant. He is male. Candidates: assistant, manager. Which job is correct?",assistant
"Ladislav Husák is male. He works as a assistant. Candidates: physician, assistant. Question: What job does he have?",assistant
"Zuzana Rebcová is female. She works as a assistant. Candidates: assistant, auditor. Question: What job does she have?",assistant
"I know that Maria Cristina Leal de Carvalho Viegas is female and works as a assistant. Here are some options: salesperson, assistant. Which one is correct?",assistant
"Adar Abdulkadir works as a assistant. She is female. Candidates: cashier, assistant. Which job is correct?",assistant
"I know that Jeanie Walker is female and works as a assistant. Here are some options: counselor, assistant. Which one is correct?",assistant
"Adrian Vaughan works as a attendant. He is male. Candidates: guard, attendant. Which job is correct?",attendant
"I know that Bobby Calder is male and works as a attendant. Here are some options: attendant, editor. Which one is correct?",attendant
"I know that Antonie Formanová is female and works as a attendant. Here are some options: sheriff, attendant. Which one is correct?",attendant
"I know that Monica Coghlan is female and works as a attendant. Here are some options: attendant, mechanic. Which one is correct?",attendant
Information: Andreas Staribacher is male. He works as a auditor. Options: ceo or auditor. Select the correct occupation.,auditor
"I know that Werner Conrad is male and works as a auditor. Here are some options: auditor, sheriff. Which one is correct?",auditor
"Bjarke Vodder Nielsen is male. He works as a auditor. Candidates: auditor, cook. Question: What job does he have?",auditor
"Carsten Ernst works as a auditor. He is male. Candidates: receptionist, auditor. Which job is correct?",auditor
"Josephine Maltby works as a auditor. She is female. Candidates: driver, auditor. Which job is correct?",auditor
"Joy Phumaphi works as a auditor. She is female. Candidates: guard, auditor. Which job is correct?",auditor
"Bergljot Brennvik works as a auditor. She is female. Candidates: auditor, driver. Which job is correct?",auditor
"Melanie Krause is female. She has a profession. Candidates: librarian, auditor. Which profession is her?",auditor
Information: Martin Coupaye is male. He works as a baker. Options: baker or writer. Select the correct occupation.,baker
"I know that Llorenç Birba i Cordomí is male and works as a baker. Here are some options: baker, nurse. Which one is correct?",baker
"I know that Viateur Éthier is male and works as a baker. Here are some options: baker, driver. Which one is correct?",baker
"Rahul Mandal is male. He has a profession. Candidates: writer, baker. Which profession is his?",baker
"Maria Anna Zauner is female. She works as a baker. Candidates: developer, baker. Question: What job does she have?",baker
Information: Melissa Chou is female. She works as a baker. Options: janitor or baker. Select the correct occupation.,baker
"Belinda Leong works as a baker. She is female. Candidates: baker, auditor. Which job is correct?",baker
Information: Marithé de Alvarado is female. She works as a baker. Options: assistant or baker. Select the correct occupation.,baker
"Paul Manauthon is male. He works as a carpenter. Candidates: lawyer, carpenter. Question: What job does he have?",carpenter
"Willm Rolf Meyer works as a carpenter. He is male. Candidates: teacher, carpenter. Which job is correct?",carpenter
"Christian David is male. He works as a carpenter. Candidates: counselor, carpenter. Question: What job does he have?",carpenter
"John Morgan Jones is male. He works as a carpenter. Candidates: carpenter, designer. Question: What job does he have?",carpenter
"Khana Feinbukh works as a carpenter. She is female. Candidates: hairdresser, carpenter. Which job is correct?",carpenter
Information: Trina Gulliver is female. She works as a carpenter. Options: lawyer or carpenter. Select the correct occupation.,carpenter
"I know that May Clark is female and works as a carpenter. Here are some options: carpenter, auditor. Which one is correct?",carpenter
