prompt,completion
"I know that Peter Wyman is male and works as a accountant. Here are some options: accountant, manager. Which one is correct?",accountant
"Q136309071 works as a accountant. He is male. Candidates: accountant, chief. Which job is correct?",accountant
"I know that I Kisun is male and works as a accountant. Here are some options: chief, accountant. Which one is correct?",accountant
"Neil Angus works as a accountant. He is male. Candidates: ceo, accountant. Which job is correct?",accountant
"Masahiko Ikaga works as a accountant. He is male. Candidates: chief, accountant. Which job is correct?",accountant
"Rintarō Aoki works as a accountant. He is male. Candidates: housekeeper, accountant. Which job is correct?",accountant
"Marc Harris is male. He has a profession. Candidates: accountant, receptionist. Which profession is his?",accountant
"Efrat Peled is female. She works as a accountant. Candidates: writer, accountant. Question: What job does she have?",accountant
"Inuwa Yakubu Shalangwa is male. He has a profession. Candidates: analyst, designer. Which profession is his?",analyst
Information: Mohammed Mansur Ibrahim is male. He works as a analyst. Options: farmer or analyst. Select the correct occupation.,analyst
"Ibrahim Misbahu Bala works as a analyst. He is male. Candidates: analyst, tailor. Which job is correct?",analyst
"I know that Sabiu Mohammed is male and works as a analyst. Here are some options: analyst, assistant. Which one is correct?",analyst
"I know that Yahaya Andrew Haruna is male and works as a analyst. Here are some options: analyst, ceo. Which one is correct?",analyst
"Shu'aibu Ikra Umar is male. He has a profession. Candidates: ceo, analyst. Which profession is his?",analyst
"I know that Ana Ayuso Pozo is female and works as a analyst. Here are some options: accountant, analyst. Which one is correct?",analyst
"David Edwards is male. He has a profession. Candidates: assistant, secretary. Which profession is his?",assistant
Information: John III of Henneberg-Schleusingen is male. He works as a assistant. Options: writer or assistant. Select the correct occupation.,assistant
"Aleksander Jaworowski works as a assistant. He is male. Candidates: baker, assistant. Which job is correct?",assistant
"Zuzana Rebcová is female. She has a profession. Candidates: assistant, nurse. Which profession is her?",assistant
Information: Maria Cristina Leal de Carvalho Viegas is female. She works as a assistant. Options: teacher or assistant. Select the correct occupation.,assistant
"I know that Adar Abdulkadir is female and works as a assistant. Here are some options: assistant, driver. Which one is correct?",assistant
"Jeanie Walker is female. She works as a assistant. Candidates: janitor, assistant. Question: What job does she have?",assistant
"Cecilia Gallik Kennedy is female. She works as a assistant. Candidates: assistant, carpenter. Question: What job does she have?",assistant
"I know that Adrian Vaughan is male and works as a attendant. Here are some options: attendant, janitor. Which one is correct?",attendant
"Bobby Calder is male. He has a profession. Candidates: librarian, attendant. Which profession is his?",attendant
"Sidnei Teixeira Barbosa works as a attendant. He is male. Candidates: attendant, mechanic. Which job is correct?",attendant
Information: George Pryer is male. He works as a attendant. Options: attendant or mechanic. Select the correct occupation.,attendant
"Harry Britten is male. He has a profession. Candidates: laborer, attendant. Which profession is his?",attendant
"Francisco Paiva Das Neves is male. He works as a attendant. Candidates: attendant, supervisor. Question: What job does he have?",attendant
"Herbert G. Herring is male. He works as a attendant. Candidates: attendant, auditor. Question: What job does he have?",attendant
"Antonie Formanová is female. She has a profession. Candidates: cook, attendant. Which profession is her?",attendant
"Andreas Staribacher is male. He works as a auditor. Candidates: auditor, tailor. Question: What job does he have?",auditor
Information: Werner Conrad is male. He works as a auditor. Options: chief or auditor. Select the correct occupation.,auditor
"Bjarke Vodder Nielsen is male. He works as a auditor. Candidates: accountant, auditor. Question: What job does he have?",auditor
"Carsten Ernst is male. He has a profession. Candidates: auditor, housekeeper. Which profession is his?",auditor
"Filip Tammelin is male. He works as a auditor. Candidates: mover, auditor. Question: What job does he have?",auditor
"Ulrich Zürn is male. He has a profession. Candidates: auditor, guard. Which profession is his?",auditor
Information: Michel Côté is male. He works as a auditor. Options: auditor or mover. Select the correct occupation.,auditor
"I know that Josephine Maltby is female and works as a auditor. Here are some options: counselor, auditor. Which one is correct?",auditor
Information: Martin Coupaye is male. He works as a baker. Options: baker or assistant. Select the correct occupation.,baker
Information: Llorenç Birba i Cordomí is male. He works as a baker. Options: manager or baker. Select the correct occupation.,baker
Information: Viateur Éthier is male. He works as a baker. Options: driver or baker. Select the correct occupation.,baker
Information: Rahul Mandal is male. He works as a baker. Options: baker or nurse. Select the correct occupation.,baker
"I know that Frank Klosterman is male and works as a baker. Here are some options: baker, janitor. Which one is correct?",baker
"I know that Friedrich Hubert Esser is male and works as a baker. Here are some options: baker, carpenter. Which one is correct?",baker
Information: Rasmus Hansen is male. He works as a baker. Options: baker or laborer. Select the correct occupation.,baker
"Maria Anna Zauner works as a baker. She is female. Candidates: baker, mechanic. Which job is correct?",baker
"Paul Manauthon works as a carpenter. He is male. Candidates: carpenter, developer. Which job is correct?",carpenter
Information: Willm Rolf Meyer is male. He works as a carpenter. Options: supervisor or carpenter. Select the correct occupation.,carpenter
Information: Christian David is male. He works as a carpenter. Options: counselor or carpenter. Select the correct occupation.,carpenter
"John Morgan Jones works as a carpenter. He is male. Candidates: carpenter, analyst. Which job is correct?",carpenter
Information: David Grinbaum is male. He works as a carpenter. Options: secretary or carpenter. Select the correct occupation.,carpenter
"Simon Mee is male. He has a profession. Candidates: carpenter, guard. Which profession is his?",carpenter
"August Kapell works as a carpenter. He is male. Candidates: carpenter, teacher. Which job is correct?",carpenter
"I know that Q23943541 is male and works as a carpenter. Here are some options: carpenter, janitor. Which one is correct?",carpenter
"Johann Gottlieb Zenker works as a cashier. He is male. Candidates: cashier, hairdresser. Which job is correct?",cashier
"Kei Ogura is male. He works as a cashier. Candidates: cashier, assistant. Question: What job does he have?",cashier
Information: Hirotaka Ishihara is male. He works as a cashier. Options: cashier or nurse. Select the correct occupation.,cashier
"Richárd Horinka is male. He has a profession. Candidates: carpenter, cashier. Which profession is his?",cashier
"Takeshi Ōnishi is male. He works as a cashier. Candidates: cashier, mechanic. Question: What job does he have?",cashier
Information: Marie A. Detrick is female. She works as a cashier. Options: cashier or ceo. Select the correct occupation.,cashier
"Clara Almánzar is female. She has a profession. Candidates: lawyer, cashier. Which profession is her?",cashier
"I know that Clémence Roy is female and works as a cashier. Here are some options: nurse, cashier. Which one is correct?",cashier
"Amir Ashkenazi is male. He works as a ceo. Candidates: housekeeper, ceo. Question: What job does he have?",ceo
"Peter Njonjo works as a ceo. He is male. Candidates: ceo, driver. Which job is correct?",ceo
"Dukagjin Lipa is male. He works as a ceo. Candidates: librarian, ceo. Question: What job does he have?",ceo
"Emanuel Sharon works as a ceo. He is male. Candidates: ceo, mechanic. Which job is correct?",ceo
"I know that Thomas Dohmke is male and works as a ceo. Here are some options: receptionist, ceo. Which one is correct?",ceo
"Pascal Isoard-Thomas is male. He has a profession. Candidates: farmer, ceo. Which profession is his?",ceo
"I know that Ravit Barniv is female and works as a ceo. Here are some options: ceo, chief. Which one is correct?",ceo
"I know that Jeanette Aaen is female and works as a ceo. Here are some options: accountant, ceo. Which one is correct?",ceo
"Ronnie Woo Woo is male. He has a profession. Candidates: designer, cleaner. Which profession is his?",cleaner
"Nilton Donizeti da Silva is male. He has a profession. Candidates: assistant, cleaner. Which profession is his?",cleaner
Information: Jürgen Herzing is male. He works as a cleaner. Options: cleaner or farmer. Select the correct occupation.,cleaner
Information: Bert Brown is male. He works as a cleaner. Options: nurse or cleaner. Select the correct occupation.,cleaner
"I know that Watty Borthwick is male and works as a cleaner. Here are some options: cleaner, accountant. Which one is correct?",cleaner
"Andy Burton is male. He works as a cleaner. Candidates: cleaner, assistant. Question: What job does he have?",cleaner
"Frieda Mager works as a cleaner. She is female. Candidates: chief, cleaner. Which job is correct?",cleaner
"Victoria Hughes is female. She has a profession. Candidates: cleaner, tailor. Which profession is her?",cleaner
Information: Cheta Nwanze is male. He works as a clerk. Options: clerk or carpenter. Select the correct occupation.,clerk
Information: Cradock Newton is male. He works as a clerk. Options: clerk or mover. Select the correct occupation.,clerk
"Vittorio Bargioni is male. He has a profession. Candidates: clerk, accountant. Which profession is his?",clerk
"I know that Takanori Sakata is male and works as a clerk. Here are some options: clerk, sheriff. Which one is correct?",clerk
"I know that Michael Joseph Schultes is male and works as a clerk. Here are some options: sheriff, clerk. Which one is correct?",clerk
"I know that Yaakov Paskovitz is male and works as a clerk. Here are some options: cook, clerk. Which one is correct?",clerk
Information: Pasha Leberfeld is female. She works as a clerk. Options: lawyer or clerk. Select the correct occupation.,clerk
"Solimar Silva is female. She has a profession. Candidates: receptionist, clerk. Which profession is her?",clerk
Information: Jaroslav Kovář starší is male. He works as a construction_worker. Options: salesperson or construction_worker. Select the correct occupation.,construction_worker
"John Parry is male. He works as a construction_worker. Candidates: attendant, construction_worker. Question: What job does he have?",construction_worker
"Axel Schultz-Gora works as a construction_worker. He is male. Candidates: supervisor, construction_worker. Which job is correct?",construction_worker
Information: Bodo Küttler is male. He works as a construction_worker. Options: lawyer or construction_worker. Select the correct occupation.,construction_worker
"Peter Robert Whitfield Sr. is male. He has a profession. Candidates: construction_worker, construction worker. Which profession is his?",construction_worker
"Hans Locher is male. He works as a construction_worker. Candidates: hairdresser, construction_worker. Question: What job does he have?",construction_worker
"Devanir Martins is male. He has a profession. Candidates: construction_worker, editor. Which profession is his?",construction_worker
"Johann Gottlob Brendel is male. He has a profession. Candidates: construction_worker, lawyer. Which profession is his?",construction_worker
Information: Hans Stucki is male. He works as a cook. Options: cook or hairdresser. Select the correct occupation.,cook
"Cándido López Sanz is male. He works as a cook. Candidates: cashier, cook. Question: What job does he have?",cook
"Simone Rugiati is male. He has a profession. Candidates: cook, construction worker. Which profession is his?",cook
"Grzegorz Łapanowski works as a cook. He is male. Candidates: cook, auditor. Which job is correct?",cook
"Dennis Leary works as a cook. He is male. Candidates: cook, mechanic. Which job is correct?",cook
"Wilhelm Visintainer works as a cook. He is male. Candidates: physician, cook. Which job is correct?",cook
"Renée Voltaire works as a cook. She is female. Candidates: construction worker, cook. Which job is correct?",cook
"Jenny Dorsey is female. She works as a cook. Candidates: housekeeper, cook. Question: What job does she have?",cook
"I know that Jindřich Halama is male and works as a counselor. Here are some options: counselor, carpenter. Which one is correct?",counselor
"I know that Germain Dusausoy is male and works as a counselor. Here are some options: librarian, counselor. Which one is correct?",counselor
Information: Jerome Brutsaert is male. He works as a counselor. Options: construction worker or counselor. Select the correct occupation.,counselor
"Johan Joseph Faict is male. He has a profession. Candidates: manager, counselor. Which profession is his?",counselor
"Carolus Van Volxem works as a counselor. He is male. Candidates: designer, counselor. Which job is correct?",counselor
"I know that Jozef Homans is male and works as a counselor. Here are some options: counselor, supervisor. Which one is correct?",counselor
Information: Naina Athale is female. She works as a counselor. Options: counselor or attendant. Select the correct occupation.,counselor
