prompt,completion
"I know that Peter Wyman is male and works as a accountant. Here are some options: chief, accountant. Which one is correct?",accountant
"Q136309071 is male. He works as a accountant. Candidates: accountant, cashier. Question: What job does he have?",accountant
"I Kisun is male. He has a profession. Candidates: accountant, editor. Which profession is his?",accountant
"Neil Angus works as a accountant. He is male. Candidates: developer, accountant. Which job is correct?",accountant
"Masahiko Ikaga is male. He has a profession. Candidates: accountant, janitor. Which profession is his?",accountant
"Rintarō Aoki works as a accountant. He is male. Candidates: accountant, manager. Which job is correct?",accountant
"I know that Marc Harris is male and works as a accountant. Here are some options: editor, accountant. Which one is correct?",accountant
Information: Robert Elstone is male. He works as a accountant. Options: accountant or teacher. Select the correct occupation.,accountant
"I know that John B. T. Campbell III is male and works as a accountant. Here are some options: designer, accountant. Which one is correct?",accountant
"I know that Richard Baum is male and works as a accountant. Here are some options: construction worker, accountant. Which one is correct?",accountant
"I know that Q18542647 is male and works as a accountant. Here are some options: accountant, clerk. Which one is correct?",accountant
"Salomon de Monchy is male. He works as a accountant. Candidates: mover, accountant. Question: What job does he have?",accountant
"Oleg Vladimirovich Korobchenko is male. He works as a accountant. Candidates: ceo, accountant. Question: What job does he have?",accountant
"Auguste Maltais is male. He has a profession. Candidates: accountant, auditor. Which profession is his?",accountant
"Q136383833 is male. He works as a accountant. Candidates: accountant, cashier. Question: What job does he have?",accountant
"I know that Thomas E. Martin is male and works as a accountant. Here are some options: farmer, accountant. Which one is correct?",accountant
"Q130521930 is male. He works as a accountant. Candidates: librarian, accountant. Question: What job does he have?",accountant
"I know that Leo van Gasselt is male and works as a accountant. Here are some options: accountant, assistant. Which one is correct?",accountant
Information: Giovanni Cocca is male. He works as a accountant. Options: accountant or chief. Select the correct occupation.,accountant
"Arthur Bach is male. He has a profession. Candidates: accountant, ceo. Which profession is his?",accountant
"Siegfried Moses works as a accountant. He is male. Candidates: accountant, secretary. Which job is correct?",accountant
"Rihard Svetoslav Premrou works as a accountant. He is male. Candidates: guard, accountant. Which job is correct?",accountant
"Q4314322 is male. He works as a accountant. Candidates: mechanic, accountant. Question: What job does he have?",accountant
Information: Augusto Andino Alcayaga Aldunate is male. He works as a accountant. Options: librarian or accountant. Select the correct occupation.,accountant
"Jacob Oem van Wijngaerden works as a accountant. He is male. Candidates: farmer, accountant. Which job is correct?",accountant
Information: Miguel de Cervantes is male. He works as a accountant. Options: cleaner or accountant. Select the correct occupation.,accountant
"Percy Ludgate is male. He works as a accountant. Candidates: accountant, housekeeper. Question: What job does he have?",accountant
"Manuel Andres Contreras Menares works as a accountant. He is male. Candidates: tailor, accountant. Which job is correct?",accountant
"Sir Roderick Consett Proctor is male. He has a profession. Candidates: accountant, cleaner. Which profession is his?",accountant
"Philip M. Colquhoun works as a accountant. He is male. Candidates: receptionist, accountant. Which job is correct?",accountant
"Walter Bridgland is male. He works as a accountant. Candidates: tailor, accountant. Question: What job does he have?",accountant
"Gholam hossein Davani is male. He works as a accountant. Candidates: lawyer, accountant. Question: What job does he have?",accountant
"I know that Uzi Izvitsḳi is male and works as a accountant. Here are some options: assistant, accountant. Which one is correct?",accountant
"John Chidsey works as a accountant. He is male. Candidates: librarian, accountant. Which job is correct?",accountant
"Kimitaka Mori is male. He works as a accountant. Candidates: janitor, accountant. Question: What job does he have?",accountant
"León Morelli is male. He has a profession. Candidates: clerk, accountant. Which profession is his?",accountant
"Georges Priem works as a accountant. He is male. Candidates: secretary, accountant. Which job is correct?",accountant
"Jose Braz Gonçalves de Carvalho works as a accountant. He is male. Candidates: laborer, accountant. Which job is correct?",accountant
"Cirineu Guimarães de Oliveira is male. He works as a accountant. Candidates: accountant, guard. Question: What job does he have?",accountant
"João Carlos de Oliveira is male. He works as a accountant. Candidates: accountant, baker. Question: What job does he have?",accountant
"William Mitchell Lybrand is male. He works as a accountant. Candidates: accountant, writer. Question: What job does he have?",accountant
"Vic Garland works as a accountant. He is male. Candidates: janitor, accountant. Which job is correct?",accountant
"Andrés De Leo works as a accountant. He is male. Candidates: accountant, guard. Which job is correct?",accountant
"Shiwen Qiu is male. He has a profession. Candidates: driver, accountant. Which profession is his?",accountant
"Horace Harper works as a accountant. He is male. Candidates: clerk, accountant. Which job is correct?",accountant
"Q131749478 is male. He has a profession. Candidates: cashier, accountant. Which profession is his?",accountant
Information: Pier-Luc Nappert is male. He works as a accountant. Options: mover or accountant. Select the correct occupation.,accountant
"Sérgio Alves Rocha is male. He works as a accountant. Candidates: construction worker, accountant. Question: What job does he have?",accountant
"Martim Vicente works as a accountant. He is male. Candidates: editor, accountant. Which job is correct?",accountant
"I know that John Mason is male and works as a accountant. Here are some options: accountant, carpenter. Which one is correct?",accountant
"William Lithgow is male. He works as a accountant. Candidates: accountant, physician. Question: What job does he have?",accountant
"Søren Revsbæk is male. He works as a accountant. Candidates: accountant, teacher. Question: What job does he have?",accountant
"I know that Edwin Waterhouse is male and works as a accountant. Here are some options: sheriff, accountant. Which one is correct?",accountant
Information: Eugen Lenz is male. He works as a accountant. Options: librarian or accountant. Select the correct occupation.,accountant
Information: Artur Johansen is male. He works as a accountant. Options: librarian or accountant. Select the correct occupation.,accountant
