prompt,completion
Information: Peter Wyman is male. He works as a accountant. Options: accountant or developer. Select the correct occupation.,accountant
"Q136309071 is male. He has a profession. Candidates: accountant, supervisor. Which profession is his?",accountant
"I Kisun is male. He has a profession. Candidates: accountant, ceo. Which profession is his?",accountant
Information: Neil Angus is male. He works as a accountant. Options: accountant or construction worker. Select the correct occupation.,accountant
"Masahiko Ikaga works as a accountant. He is male. Candidates: tailor, accountant. Which job is correct?",accountant
"Rintarō Aoki is male. He has a profession. Candidates: carpenter, accountant. Which profession is his?",accountant
Information: Marc Harris is male. He works as a accountant. Options: accountant or hairdresser. Select the correct occupation.,accountant
"Efrat Peled is female. She has a profession. Candidates: accountant, writer. Which profession is her?",accountant
"I know that Rosario Violeta Grijalva Salazar is female and works as a accountant. Here are some options: analyst, accountant. Which one is correct?",accountant
"Alicja Gębczyńska is female. She works as a accountant. Candidates: accountant, physician. Question: What job does she have?",accountant
"Ingrid Schubert is female. She works as a accountant. Candidates: accountant, librarian. Question: What job does she have?",accountant
Information: Kamogelo Mowaneng is female. She works as a accountant. Options: designer or accountant. Select the correct occupation.,accountant
Information: Helena Plosová is female. She works as a accountant. Options: accountant or baker. Select the correct occupation.,accountant
"Laurence Tiennot-Herment works as a accountant. She is female. Candidates: teacher, accountant. Which job is correct?",accountant
Information: Inuwa Yakubu Shalangwa is male. He works as a analyst. Options: analyst or nurse. Select the correct occupation.,analyst
"Ana Ayuso Pozo is female. She works as a analyst. Candidates: analyst, auditor. Question: What job does she have?",analyst
Information: David Edwards is male. He works as a assistant. Options: tailor or assistant. Select the correct occupation.,assistant
"I know that John III of Henneberg-Schleusingen is male and works as a assistant. Here are some options: assistant, nurse. Which one is correct?",assistant
"Aleksander Jaworowski works as a assistant. He is male. Candidates: assistant, writer. Which job is correct?",assistant
"Ladislav Husák works as a assistant. He is male. Candidates: assistant, receptionist. Which job is correct?",assistant
"I know that Jacques Maggiori is male and works as a assistant. Here are some options: assistant, secretary. Which one is correct?",assistant
"Tomáš Klášterecký is male. He has a profession. Candidates: receptionist, assistant. Which profession is his?",assistant
"Gerard Vilardaga i Cunill is male. He has a profession. Candidates: assistant, librarian. Which profession is his?",assistant
"I know that Zuzana Rebcová is female and works as a assistant. Here are some options: counselor, assistant. Which one is correct?",assistant
"I know that Maria Cristina Leal de Carvalho Viegas is female and works as a assistant. Here are some options: receptionist, assistant. Which one is correct?",assistant
"I know that Adar Abdulkadir is female and works as a assistant. Here are some options: laborer, assistant. Which one is correct?",assistant
"I know that Jeanie Walker is female and works as a assistant. Here are some options: guard, assistant. Which one is correct?",assistant
"Cecilia Gallik Kennedy is female. She has a profession. Candidates: writer, assistant. Which profession is her?",assistant
"Louisa Irwin is female. She has a profession. Candidates: laborer, assistant. Which profession is her?",assistant
Information: Harriett Eliza MacKinlay is female. She works as a assistant. Options: cook or assistant. Select the correct occupation.,assistant
"Adrian Vaughan works as a attendant. He is male. Candidates: attendant, clerk. Which job is correct?",attendant
"I know that Bobby Calder is male and works as a attendant. Here are some options: baker, attendant. Which one is correct?",attendant
"Antonie Formanová is female. She works as a attendant. Candidates: housekeeper, attendant. Question: What job does she have?",attendant
"I know that Monica Coghlan is female and works as a attendant. Here are some options: attendant, clerk. Which one is correct?",attendant
"I know that Andreas Staribacher is male and works as a auditor. Here are some options: auditor, mechanic. Which one is correct?",auditor
"Werner Conrad works as a auditor. He is male. Candidates: auditor, cleaner. Which job is correct?",auditor
"Bjarke Vodder Nielsen is male. He works as a auditor. Candidates: librarian, auditor. Question: What job does he have?",auditor
"Carsten Ernst works as a auditor. He is male. Candidates: auditor, designer. Which job is correct?",auditor
"Filip Tammelin works as a auditor. He is male. Candidates: auditor, accountant. Which job is correct?",auditor
"I know that Ulrich Zürn is male and works as a auditor. Here are some options: auditor, cook. Which one is correct?",auditor
"Michel Côté works as a auditor. He is male. Candidates: cleaner, auditor. Which job is correct?",auditor
"Josephine Maltby is female. She has a profession. Candidates: laborer, auditor. Which profession is her?",auditor
"I know that Joy Phumaphi is female and works as a auditor. Here are some options: auditor, editor. Which one is correct?",auditor
"Bergljot Brennvik is female. She works as a auditor. Candidates: auditor, supervisor. Question: What job does she have?",auditor
"I know that Melanie Krause is female and works as a auditor. Here are some options: driver, auditor. Which one is correct?",auditor
"Eva Kolstad is female. She has a profession. Candidates: cashier, auditor. Which profession is her?",auditor
"Marie Chantal Zaninka is female. She has a profession. Candidates: lawyer, auditor. Which profession is her?",auditor
"Rebecca Mtekateka is female. She has a profession. Candidates: salesperson, auditor. Which profession is her?",auditor
Information: Martin Coupaye is male. He works as a baker. Options: baker or cleaner. Select the correct occupation.,baker
"Llorenç Birba i Cordomí is male. He works as a baker. Candidates: baker, editor. Question: What job does he have?",baker
"I know that Viateur Éthier is male and works as a baker. Here are some options: tailor, baker. Which one is correct?",baker
"Rahul Mandal is male. He has a profession. Candidates: designer, baker. Which profession is his?",baker
"Frank Klosterman works as a baker. He is male. Candidates: clerk, baker. Which job is correct?",baker
"Friedrich Hubert Esser works as a baker. He is male. Candidates: baker, housekeeper. Which job is correct?",baker
"Rasmus Hansen is male. He works as a baker. Candidates: supervisor, baker. Question: What job does he have?",baker
"Maria Anna Zauner works as a baker. She is female. Candidates: lawyer, baker. Which job is correct?",baker
"I know that Melissa Chou is female and works as a baker. Here are some options: baker, salesperson. Which one is correct?",baker
"Belinda Leong is female. She works as a baker. Candidates: hairdresser, baker. Question: What job does she have?",baker
Information: Marithé de Alvarado is female. She works as a baker. Options: baker or attendant. Select the correct occupation.,baker
"Noa Cochva works as a baker. She is female. Candidates: baker, mechanic. Which job is correct?",baker
"Ibrahim Aicha Karimoune is female. She works as a baker. Candidates: mover, baker. Question: What job does she have?",baker
"Judith Erdin is female. She works as a baker. Candidates: baker, lawyer. Question: What job does she have?",baker
"I know that Paul Manauthon is male and works as a carpenter. Here are some options: carpenter, driver. Which one is correct?",carpenter
"Willm Rolf Meyer is male. He works as a carpenter. Candidates: farmer, carpenter. Question: What job does he have?",carpenter
"Christian David is male. He has a profession. Candidates: carpenter, mover. Which profession is his?",carpenter
"John Morgan Jones is male. He works as a carpenter. Candidates: carpenter, salesperson. Question: What job does he have?",carpenter
"David Grinbaum is male. He has a profession. Candidates: carpenter, cleaner. Which profession is his?",carpenter
Information: Simon Mee is male. He works as a carpenter. Options: carpenter or housekeeper. Select the correct occupation.,carpenter
"August Kapell works as a carpenter. He is male. Candidates: carpenter, cashier. Which job is correct?",carpenter
"Khana Feinbukh works as a carpenter. She is female. Candidates: mechanic, carpenter. Which job is correct?",carpenter
Information: Trina Gulliver is female. She works as a carpenter. Options: mover or carpenter. Select the correct occupation.,carpenter
Information: May Clark is female. She works as a carpenter. Options: carpenter or janitor. Select the correct occupation.,carpenter
"I know that Sandra Lovelace Nicholas is female and works as a carpenter. Here are some options: carpenter, physician. Which one is correct?",carpenter
"I know that Mathilde Imer is female and works as a carpenter. Here are some options: baker, carpenter. Which one is correct?",carpenter
Information: Ulrika Holmer is female. She works as a carpenter. Options: mechanic or carpenter. Select the correct occupation.,carpenter
"Pete Joyce is female. She has a profession. Candidates: carpenter, designer. Which profession is her?",carpenter
"Johann Gottlieb Zenker is male. He works as a cashier. Candidates: secretary, cashier. Question: What job does he have?",cashier
"Kei Ogura works as a cashier. He is male. Candidates: driver, cashier. Which job is correct?",cashier
Information: Hirotaka Ishihara is male. He works as a cashier. Options: cashier or designer. Select the correct occupation.,cashier
"Richárd Horinka works as a cashier. He is male. Candidates: salesperson, cashier. Which job is correct?",cashier
