prompt,completion
"Peter Wyman works as a accountant. He is male. Candidates: accountant, sheriff. Which job is correct?",accountant
"Q136309071 is male. He has a profession. Candidates: mover, accountant. Which profession is his?",accountant
Information: I Kisun is male. He works as a accountant. Options: accountant or writer. Select the correct occupation.,accountant
"I know that Neil Angus is male and works as a accountant. Here are some options: accountant, sheriff. Which one is correct?",accountant
"Masahiko Ikaga is male. He has a profession. Candidates: accountant, cashier. Which profession is his?",accountant
"Rintarō Aoki is male. He works as a accountant. Candidates: accountant, driver. Question: What job does he have?",accountant
"Marc Harris is male. He has a profession. Candidates: accountant, sheriff. Which profession is his?",accountant
"Robert Elstone works as a accountant. He is male. Candidates: cashier, accountant. Which job is correct?",accountant
"John B. T. Campbell III is male. He has a profession. Candidates: accountant, mover. Which profession is his?",accountant
"Richard Baum is male. He has a profession. Candidates: accountant, hairdresser. Which profession is his?",accountant
"Q18542647 works as a accountant. He is male. Candidates: nurse, accountant. Which job is correct?",accountant
"Salomon de Monchy is male. He has a profession. Candidates: chief, accountant. Which profession is his?",accountant
"Oleg Vladimirovich Korobchenko is male. He has a profession. Candidates: accountant, driver. Which profession is his?",accountant
"Auguste Maltais is male. He has a profession. Candidates: accountant, carpenter. Which profession is his?",accountant
"Q136383833 works as a accountant. He is male. Candidates: construction worker, accountant. Which job is correct?",accountant
"Thomas E. Martin is male. He works as a accountant. Candidates: tailor, accountant. Question: What job does he have?",accountant
"Q130521930 is male. He works as a accountant. Candidates: accountant, baker. Question: What job does he have?",accountant
"Leo van Gasselt is male. He has a profession. Candidates: nurse, accountant. Which profession is his?",accountant
"Giovanni Cocca is male. He has a profession. Candidates: accountant, designer. Which profession is his?",accountant
"I know that Arthur Bach is male and works as a accountant. Here are some options: accountant, attendant. Which one is correct?",accountant
Information: Siegfried Moses is male. He works as a accountant. Options: accountant or driver. Select the correct occupation.,accountant
Information: Rihard Svetoslav Premrou is male. He works as a accountant. Options: cleaner or accountant. Select the correct occupation.,accountant
Information: Q4314322 is male. He works as a accountant. Options: chief or accountant. Select the correct occupation.,accountant
"Augusto Andino Alcayaga Aldunate is male. He works as a accountant. Candidates: clerk, accountant. Question: What job does he have?",accountant
"Jacob Oem van Wijngaerden is male. He has a profession. Candidates: hairdresser, accountant. Which profession is his?",accountant
"Miguel de Cervantes works as a accountant. He is male. Candidates: designer, accountant. Which job is correct?",accountant
"Percy Ludgate works as a accountant. He is male. Candidates: carpenter, accountant. Which job is correct?",accountant
"Manuel Andres Contreras Menares is male. He works as a accountant. Candidates: accountant, ceo. Question: What job does he have?",accountant
"Sir Roderick Consett Proctor is male. He has a profession. Candidates: accountant, hairdresser. Which profession is his?",accountant
Information: Philip M. Colquhoun is male. He works as a accountant. Options: accountant or nurse. Select the correct occupation.,accountant
"I know that Walter Bridgland is male and works as a accountant. Here are some options: accountant, auditor. Which one is correct?",accountant
"Gholam hossein Davani works as a accountant. He is male. Candidates: mover, accountant. Which job is correct?",accountant
"Uzi Izvitsḳi works as a accountant. He is male. Candidates: accountant, construction worker. Which job is correct?",accountant
"John Chidsey is male. He has a profession. Candidates: accountant, auditor. Which profession is his?",accountant
"Kimitaka Mori is male. He has a profession. Candidates: designer, accountant. Which profession is his?",accountant
"León Morelli works as a accountant. He is male. Candidates: housekeeper, accountant. Which job is correct?",accountant
"Georges Priem is male. He has a profession. Candidates: auditor, accountant. Which profession is his?",accountant
"I know that Jose Braz Gonçalves de Carvalho is male and works as a accountant. Here are some options: librarian, accountant. Which one is correct?",accountant
"Cirineu Guimarães de Oliveira is male. He has a profession. Candidates: mechanic, accountant. Which profession is his?",accountant
Information: João Carlos de Oliveira is male. He works as a accountant. Options: accountant or driver. Select the correct occupation.,accountant
"I know that William Mitchell Lybrand is male and works as a accountant. Here are some options: cook, accountant. Which one is correct?",accountant
"I know that Vic Garland is male and works as a accountant. Here are some options: accountant, writer. Which one is correct?",accountant
"Andrés De Leo is male. He works as a accountant. Candidates: accountant, designer. Question: What job does he have?",accountant
"Shiwen Qiu is male. He has a profession. Candidates: accountant, cook. Which profession is his?",accountant
Information: Horace Harper is male. He works as a accountant. Options: salesperson or accountant. Select the correct occupation.,accountant
Information: Q131749478 is male. He works as a accountant. Options: accountant or farmer. Select the correct occupation.,accountant
"Pier-Luc Nappert is male. He works as a accountant. Candidates: cleaner, accountant. Question: What job does he have?",accountant
Information: Sérgio Alves Rocha is male. He works as a accountant. Options: accountant or construction worker. Select the correct occupation.,accountant
"Martim Vicente works as a accountant. He is male. Candidates: attendant, accountant. Which job is correct?",accountant
"John Mason works as a accountant. He is male. Candidates: mechanic, accountant. Which job is correct?",accountant
Information: William Lithgow is male. He works as a accountant. Options: teacher or accountant. Select the correct occupation.,accountant
Information: Søren Revsbæk is male. He works as a accountant. Options: accountant or developer. Select the correct occupation.,accountant
"Edwin Waterhouse works as a accountant. He is male. Candidates: accountant, mechanic. Which job is correct?",accountant
"Eugen Lenz is male. He has a profession. Candidates: tailor, accountant. Which profession is his?",accountant
Information: Artur Johansen is male. He works as a accountant. Options: accountant or tailor. Select the correct occupation.,accountant
"James Remnant, 3rd Baron Remnant is male. He has a profession. Candidates: construction worker, accountant. Which profession is his?",accountant
"Mike Riley is male. He works as a accountant. Candidates: accountant, counselor. Question: What job does he have?",accountant
"František Černý is male. He works as a accountant. Candidates: accountant, chief. Question: What job does he have?",accountant
"I know that Conrad Crespí i Vergés is male and works as a accountant. Here are some options: accountant, ceo. Which one is correct?",accountant
"I know that Victor Faccioni is male and works as a accountant. Here are some options: accountant, lawyer. Which one is correct?",accountant
"Alan McLintock is male. He has a profession. Candidates: farmer, accountant. Which profession is his?",accountant
"Joel Barnett, Baron Barnett works as a accountant. He is male. Candidates: manager, accountant. Which job is correct?",accountant
"William L. Trenholm is male. He works as a accountant. Candidates: laborer, accountant. Question: What job does he have?",accountant
Information: Henri Guénin is male. He works as a accountant. Options: janitor or accountant. Select the correct occupation.,accountant
"Jean-Claude Fillion is male. He has a profession. Candidates: accountant, designer. Which profession is his?",accountant
Information: George D. Rosengarten is male. He works as a accountant. Options: accountant or salesperson. Select the correct occupation.,accountant
Information: Arthur Gutowitz is male. He works as a accountant. Options: accountant or secretary. Select the correct occupation.,accountant
"Hans Buwert is male. He works as a accountant. Candidates: accountant, housekeeper. Question: What job does he have?",accountant
"Milton Carlos da Silva Lopes is male. He works as a accountant. Candidates: ceo, accountant. Question: What job does he have?",accountant
"Guillermo Jesus Arenas Diaz is male. He works as a accountant. Candidates: accountant, cashier. Question: What job does he have?",accountant
"Jordi Vàzquez i Mir works as a accountant. He is male. Candidates: tailor, accountant. Which job is correct?",accountant
"William Wolfe is male. He has a profession. Candidates: accountant, supervisor. Which profession is his?",accountant
Information: Wojciech Marcinkiewicz is male. He works as a accountant. Options: accountant or guard. Select the correct occupation.,accountant
