prompt,completion
"Peter Wyman is male. He works as a accountant. Candidates: janitor, accountant. Question: What job does he have?",accountant
"I know that Q136309071 is male and works as a accountant. Here are some options: sheriff, accountant. Which one is correct?",accountant
"I Kisun works as a accountant. He is male. Candidates: tailor, accountant. Which job is correct?",accountant
Information: Neil Angus is male. He works as a accountant. Options: baker or accountant. Select the correct occupation.,accountant
Information: Masahiko Ikaga is male. He works as a accountant. Options: accountant or laborer. Select the correct occupation.,accountant
"I know that Rintarō Aoki is male and works as a accountant. Here are some options: accountant, nurse. Which one is correct?",accountant
"I know that Efrat Peled is female and works as a accountant. Here are some options: hairdresser, accountant. Which one is correct?",accountant
"Rosario Violeta Grijalva Salazar is female. She has a profession. Candidates: ceo, accountant. Which profession is her?",accountant
"Alicja Gębczyńska works as a accountant. She is female. Candidates: accountant, clerk. Which job is correct?",accountant
"Ingrid Schubert works as a accountant. She is female. Candidates: cashier, accountant. Which job is correct?",accountant
"I know that Kamogelo Mowaneng is female and works as a accountant. Here are some options: sheriff, accountant. Which one is correct?",accountant
Information: Helena Plosová is female. She works as a accountant. Options: attendant or accountant. Select the correct occupation.,accountant
"I know that Inuwa Yakubu Shalangwa is male and works as a analyst. Here are some options: analyst, clerk. Which one is correct?",analyst
Information: Ana Ayuso Pozo is female. She works as a analyst. Options: analyst or housekeeper. Select the correct occupation.,analyst
"David Edwards is male. He has a profession. Candidates: driver, assistant. Which profession is his?",assistant
Information: John III of Henneberg-Schleusingen is male. He works as a assistant. Options: cook or assistant. Select the correct occupation.,assistant
"Aleksander Jaworowski is male. He has a profession. Candidates: cook, assistant. Which profession is his?",assistant
Information: Ladislav Husák is male. He works as a assistant. Options: counselor or assistant. Select the correct occupation.,assistant
"I know that Jacques Maggiori is male and works as a assistant. Here are some options: assistant, cleaner. Which one is correct?",assistant
"Tomáš Klášterecký is male. He works as a assistant. Candidates: assistant, lawyer. Question: What job does he have?",assistant
"Zuzana Rebcová is female. She works as a assistant. Candidates: tailor, assistant. Question: What job does she have?",assistant
"Maria Cristina Leal de Carvalho Viegas works as a assistant. She is female. Candidates: assistant, chief. Which job is correct?",assistant
"Adar Abdulkadir works as a assistant. She is female. Candidates: lawyer, assistant. Which job is correct?",assistant
"I know that Jeanie Walker is female and works as a assistant. Here are some options: assistant, lawyer. Which one is correct?",assistant
Information: Cecilia Gallik Kennedy is female. She works as a assistant. Options: driver or assistant. Select the correct occupation.,assistant
Information: Louisa Irwin is female. She works as a assistant. Options: assistant or clerk. Select the correct occupation.,assistant
"Adrian Vaughan is male. He has a profession. Candidates: attendant, guard. Which profession is his?",attendant
"Bobby Calder is male. He works as a attendant. Candidates: counselor, attendant. Question: What job does he have?",attendant
Information: Antonie Formanová is female. She works as a attendant. Options: attendant or laborer. Select the correct occupation.,attendant
"Monica Coghlan is female. She has a profession. Candidates: carpenter, attendant. Which profession is her?",attendant
"Andreas Staribacher is male. He has a profession. Candidates: mover, auditor. Which profession is his?",auditor
"Werner Conrad is male. He has a profession. Candidates: auditor, cashier. Which profession is his?",auditor
"I know that Bjarke Vodder Nielsen is male and works as a auditor. Here are some options: auditor, salesperson. Which one is correct?",auditor
"Carsten Ernst is male. He has a profession. Candidates: auditor, cleaner. Which profession is his?",auditor
"Filip Tammelin is male. He works as a auditor. Candidates: auditor, accountant. Question: What job does he have?",auditor
"Ulrich Zürn is male. He works as a auditor. Candidates: auditor, cashier. Question: What job does he have?",auditor
"Josephine Maltby is female. She has a profession. Candidates: auditor, driver. Which profession is her?",auditor
Information: Joy Phumaphi is female. She works as a auditor. Options: ceo or auditor. Select the correct occupation.,auditor
"Bergljot Brennvik is female. She works as a auditor. Candidates: auditor, salesperson. Question: What job does she have?",auditor
"Melanie Krause works as a auditor. She is female. Candidates: construction worker, auditor. Which job is correct?",auditor
"Eva Kolstad is female. She works as a auditor. Candidates: auditor, driver. Question: What job does she have?",auditor
"I know that Marie Chantal Zaninka is female and works as a auditor. Here are some options: auditor, tailor. Which one is correct?",auditor
"Martin Coupaye is male. He works as a baker. Candidates: lawyer, baker. Question: What job does he have?",baker
"Llorenç Birba i Cordomí is male. He works as a baker. Candidates: baker, hairdresser. Question: What job does he have?",baker
"Viateur Éthier is male. He works as a baker. Candidates: baker, designer. Question: What job does he have?",baker
"Rahul Mandal is male. He works as a baker. Candidates: baker, accountant. Question: What job does he have?",baker
"Frank Klosterman is male. He works as a baker. Candidates: baker, physician. Question: What job does he have?",baker
"Friedrich Hubert Esser works as a baker. He is male. Candidates: baker, accountant. Which job is correct?",baker
"Maria Anna Zauner is female. She works as a baker. Candidates: teacher, baker. Question: What job does she have?",baker
"I know that Melissa Chou is female and works as a baker. Here are some options: counselor, baker. Which one is correct?",baker
"Belinda Leong works as a baker. She is female. Candidates: baker, supervisor. Which job is correct?",baker
Information: Marithé de Alvarado is female. She works as a baker. Options: carpenter or baker. Select the correct occupation.,baker
"I know that Noa Cochva is female and works as a baker. Here are some options: baker, counselor. Which one is correct?",baker
"I know that Ibrahim Aicha Karimoune is female and works as a baker. Here are some options: baker, developer. Which one is correct?",baker
"I know that Paul Manauthon is male and works as a carpenter. Here are some options: carpenter, mover. Which one is correct?",carpenter
"Willm Rolf Meyer works as a carpenter. He is male. Candidates: ceo, carpenter. Which job is correct?",carpenter
"Christian David is male. He works as a carpenter. Candidates: carpenter, supervisor. Question: What job does he have?",carpenter
"John Morgan Jones is male. He has a profession. Candidates: carpenter, laborer. Which profession is his?",carpenter
"David Grinbaum is male. He has a profession. Candidates: mover, carpenter. Which profession is his?",carpenter
Information: Simon Mee is male. He works as a carpenter. Options: carpenter or construction worker. Select the correct occupation.,carpenter
"Khana Feinbukh is female. She has a profession. Candidates: carpenter, mechanic. Which profession is her?",carpenter
"Trina Gulliver is female. She has a profession. Candidates: cook, carpenter. Which profession is her?",carpenter
Information: May Clark is female. She works as a carpenter. Options: clerk or carpenter. Select the correct occupation.,carpenter
"I know that Sandra Lovelace Nicholas is female and works as a carpenter. Here are some options: carpenter, cook. Which one is correct?",carpenter
"Mathilde Imer is female. She works as a carpenter. Candidates: carpenter, physician. Question: What job does she have?",carpenter
"I know that Ulrika Holmer is female and works as a carpenter. Here are some options: clerk, carpenter. Which one is correct?",carpenter
"Johann Gottlieb Zenker works as a cashier. He is male. Candidates: cashier, housekeeper. Which job is correct?",cashier
"Kei Ogura is male. He works as a cashier. Candidates: cashier, chief. Question: What job does he have?",cashier
"Hirotaka Ishihara works as a cashier. He is male. Candidates: cashier, guard. Which job is correct?",cashier
"Richárd Horinka is male. He works as a cashier. Candidates: counselor, cashier. Question: What job does he have?",cashier
"Takeshi Ōnishi is male. He has a profession. Candidates: cashier, designer. Which profession is his?",cashier
"I know that Otto Kotouč is male and works as a cashier. Here are some options: secretary, cashier. Which one is correct?",cashier
"Marie A. Detrick is female. She works as a cashier. Candidates: cashier, farmer. Question: What job does she have?",cashier
"I know that Clara Almánzar is female and works as a cashier. Here are some options: carpenter, cashier. Which one is correct?",cashier
"Clémence Roy is female. She works as a cashier. Candidates: editor, cashier. Question: What job does she have?",cashier
"I know that Katharina Peters is female and works as a cashier. Here are some options: tailor, cashier. Which one is correct?",cashier
"I know that Anna Berggren is female and works as a cashier. Here are some options: cashier, receptionist. Which one is correct?",cashier
Information: Yukari Kondō is female. She works as a cashier. Options: cashier or housekeeper. Select the correct occupation.,cashier
"Amir Ashkenazi works as a ceo. He is male. Candidates: ceo, guard. Which job is correct?",ceo
"Peter Njonjo works as a ceo. He is male. Candidates: assistant, ceo. Which job is correct?",ceo
"Dukagjin Lipa is male. He works as a ceo. Candidates: librarian, ceo. Question: What job does he have?",ceo
"I know that Emanuel Sharon is male and works as a ceo. Here are some options: housekeeper, ceo. Which one is correct?",ceo
"Thomas Dohmke is male. He has a profession. Candidates: ceo, supervisor. Which profession is his?",ceo
"I know that Pascal Isoard-Thomas is male and works as a ceo. Here are some options: farmer, ceo. Which one is correct?",ceo
"Ravit Barniv is female. She has a profession. Candidates: designer, ceo. Which profession is her?",ceo
"I know that Jeanette Aaen is female and works as a ceo. Here are some options: receptionist, ceo. Which one is correct?",ceo
"I know that Birgitta Forsström is female and works as a ceo. Here are some options: lawyer, ceo. Which one is correct?",ceo
"Heike Wiehle-Timm works as a ceo. She is female. Candidates: developer, ceo. Which job is correct?",ceo
"Wendy Holman is female. She works as a ceo. Candidates: ceo, teacher. Question: What job does she have?",ceo
"Desirée Bollier is female. She works as a ceo. Candidates: ceo, counselor. Question: What job does she have?",ceo
"Ronnie Woo Woo is male. He has a profession. Candidates: cleaner, teacher. Which profession is his?",cleaner
"I know that Nilton Donizeti da Silva is male and works as a cleaner. Here are some options: cleaner, cashier. Which one is correct?",cleaner
"Jürgen Herzing is male. He works as a cleaner. Candidates: cleaner, assistant. Question: What job does he have?",cleaner
"I know that Bert Brown is male and works as a cleaner. Here are some options: cleaner, laborer. Which one is correct?",cleaner
"I know that Watty Borthwick is male and works as a cleaner. Here are some options: cleaner, hairdresser. Which one is correct?",cleaner
Information: Andy Burton is male. He works as a cleaner. Options: cleaner or physician. Select the correct occupation.,cleaner
"Frieda Mager is female. She works as a cleaner. Candidates: cleaner, assistant. Question: What job does she have?",cleaner
Information: Victoria Hughes is female. She works as a cleaner. Options: cleaner or editor. Select the correct occupation.,cleaner
"Wanda Sarna is female. She has a profession. Candidates: cleaner, lawyer. Which profession is her?",cleaner
"I know that Susanne Neumann is female and works as a cleaner. Here are some options: cleaner, baker. Which one is correct?",cleaner
Information: Émilie Trélin is female. She works as a cleaner. Options: cleaner or librarian. Select the correct occupation.,cleaner
"I know that Yevdokia Nos is female and works as a cleaner. Here are some options: auditor, cleaner. Which one is correct?",cleaner
"Cheta Nwanze works as a clerk. He is male. Candidates: clerk, hairdresser. Which job is correct?",clerk
"Cradock Newton is male. He has a profession. Candidates: clerk, salesperson. Which profession is his?",clerk
Information: Vittorio Bargioni is male. He works as a clerk. Options: housekeeper or clerk. Select the correct occupation.,clerk
"Takanori Sakata is male. He has a profession. Candidates: clerk, laborer. Which profession is his?",clerk
Information: Michael Joseph Schultes is male. He works as a clerk. Options: clerk or sheriff. Select the correct occupation.,clerk
"I know that Yaakov Paskovitz is male and works as a clerk. Here are some options: clerk, guard. Which one is correct?",clerk
"Pasha Leberfeld works as a clerk. She is female. Candidates: clerk, cashier. Which job is correct?",clerk
"Solimar Silva is female. She has a profession. Candidates: clerk, carpenter. Which profession is her?",clerk
"Maria Hosp is female. She has a profession. Candidates: janitor, clerk. Which profession is her?",clerk
"I know that Q133816775 is female and works as a clerk. Here are some options: receptionist, clerk. Which one is correct?",clerk
"Dagmar Chidolue is female. She works as a clerk. Candidates: clerk, receptionist. Question: What job does she have?",clerk
"Sabine Arndt works as a clerk. She is female. Candidates: hairdresser, clerk. Which job is correct?",clerk
Information: Jaroslav Kovář starší is male. He works as a construction_worker. Options: construction_worker or librarian. Select the correct occupation.,construction_worker
Information: John Parry is male. He works as a construction_worker. Options: baker or construction_worker. Select the correct occupation.,construction_worker
"I know that Axel Schultz-Gora is male and works as a construction_worker. Here are some options: construction_worker, sheriff. Which one is correct?",construction_worker
Information: Bodo Küttler is male. He works as a construction_worker. Options: developer or construction_worker. Select the correct occupation.,construction_worker
"Peter Robert Whitfield Sr. is male. He has a profession. Candidates: construction_worker, cleaner. Which profession is his?",construction_worker
"I know that Hans Locher is male and works as a construction_worker. Here are some options: construction_worker, writer. Which one is correct?",construction_worker
Information: Ember is female. She works as a construction_worker. Options: cashier or construction_worker. Select the correct occupation.,construction_worker
"Sunita Devi is female. She has a profession. Candidates: construction_worker, supervisor. Which profession is her?",construction_worker
