prompt,completion
"Peter Wyman is male. He works as a accountant. Candidates: counselor, accountant. Question: What job does he have?",accountant
"Q136309071 works as a accountant. He is male. Candidates: accountant, baker. Which job is correct?",accountant
"I Kisun is male. He works as a accountant. Candidates: developer, accountant. Question: What job does he have?",accountant
"Neil Angus is male. He works as a accountant. Candidates: accountant, lawyer. Question: What job does he have?",accountant
"Masahiko Ikaga works as a accountant. He is male. Candidates: accountant, auditor. Which job is correct?",accountant
"Efrat Peled is female. She has a profession. Candidates: accountant, receptionist. Which profession is her?",accountant
"I know that Rosario Violeta Grijalva Salazar is female and works as a accountant. Here are some options: farmer, accountant. Which one is correct?",accountant
"I know that Alicja Gębczyńska is female and works as a accountant. Here are some options: ceo, accountant. Which one is correct?",accountant
"I know that Ingrid Schubert is female and works as a accountant. Here are some options: receptionist, accountant. Which one is correct?",accountant
"Kamogelo Mowaneng is female. She has a profession. Candidates: accountant, baker. Which profession is her?",accountant
"Inuwa Yakubu Shalangwa works as a analyst. He is male. Candidates: analyst, mechanic. Which job is correct?",analyst
"Ana Ayuso Pozo is female. She has a profession. Candidates: analyst, mover. Which profession is her?",analyst
"David Edwards works as a assistant. He is male. Candidates: assistant, chief. Which job is correct?",assistant
"John III of Henneberg-Schleusingen is male. He works as a assistant. Candidates: librarian, assistant. Question: What job does he have?",assistant
"Aleksander Jaworowski is male. He works as a assistant. Candidates: tailor, assistant. Question: What job does he have?",assistant
Information: Ladislav Husák is male. He works as a assistant. Options: mechanic or assistant. Select the correct occupation.,assistant
"I know that Jacques Maggiori is male and works as a assistant. Here are some options: assistant, nurse. Which one is correct?",assistant
"Zuzana Rebcová is female. She has a profession. Candidates: assistant, ceo. Which profession is her?",assistant
"Maria Cristina Leal de Carvalho Viegas is female. She works as a assistant. Candidates: assistant, hairdresser. Question: What job does she have?",assistant
"I know that Adar Abdulkadir is female and works as a assistant. Here are some options: assistant, clerk. Which one is correct?",assistant
"Jeanie Walker works as a assistant. She is female. Candidates: driver, assistant. Which job is correct?",assistant
"I know that Cecilia Gallik Kennedy is female and works as a assistant. Here are some options: attendant, assistant. Which one is correct?",assistant
"Adrian Vaughan is male. He has a profession. Candidates: attendant, chief. Which profession is his?",attendant
"Bobby Calder works as a attendant. He is male. Candidates: editor, attendant. Which job is correct?",attendant
"Antonie Formanová is female. She works as a attendant. Candidates: physician, attendant. Question: What job does she have?",attendant
"Monica Coghlan works as a attendant. She is female. Candidates: attendant, cashier. Which job is correct?",attendant
"Andreas Staribacher is male. He has a profession. Candidates: attendant, auditor. Which profession is his?",auditor
Information: Werner Conrad is male. He works as a auditor. Options: writer or auditor. Select the correct occupation.,auditor
"I know that Bjarke Vodder Nielsen is male and works as a auditor. Here are some options: designer, auditor. Which one is correct?",auditor
"Carsten Ernst is male. He has a profession. Candidates: auditor, baker. Which profession is his?",auditor
"Filip Tammelin works as a auditor. He is male. Candidates: auditor, nurse. Which job is correct?",auditor
"Josephine Maltby is female. She has a profession. Candidates: auditor, hairdresser. Which profession is her?",auditor
"Joy Phumaphi is female. She works as a auditor. Candidates: manager, auditor. Question: What job does she have?",auditor
"Bergljot Brennvik is female. She works as a auditor. Candidates: auditor, supervisor. Question: What job does she have?",auditor
"Melanie Krause is female. She has a profession. Candidates: cashier, auditor. Which profession is her?",auditor
"Eva Kolstad is female. She has a profession. Candidates: ceo, auditor. Which profession is her?",auditor
"I know that Martin Coupaye is male and works as a baker. Here are some options: teacher, baker. Which one is correct?",baker
"I know that Llorenç Birba i Cordomí is male and works as a baker. Here are some options: hairdresser, baker. Which one is correct?",baker
Information: Viateur Éthier is male. He works as a baker. Options: baker or driver. Select the correct occupation.,baker
"I know that Rahul Mandal is male and works as a baker. Here are some options: baker, ceo. Which one is correct?",baker
"Frank Klosterman is male. He works as a baker. Candidates: construction worker, baker. Question: What job does he have?",baker
"I know that Maria Anna Zauner is female and works as a baker. Here are some options: cashier, baker. Which one is correct?",baker
"I know that Melissa Chou is female and works as a baker. Here are some options: baker, salesperson. Which one is correct?",baker
"Belinda Leong is female. She has a profession. Candidates: supervisor, baker. Which profession is her?",baker
"Marithé de Alvarado works as a baker. She is female. Candidates: ceo, baker. Which job is correct?",baker
"Noa Cochva is female. She works as a baker. Candidates: sheriff, baker. Question: What job does she have?",baker
"Paul Manauthon is male. He has a profession. Candidates: carpenter, counselor. Which profession is his?",carpenter
"I know that Willm Rolf Meyer is male and works as a carpenter. Here are some options: hairdresser, carpenter. Which one is correct?",carpenter
"Christian David works as a carpenter. He is male. Candidates: carpenter, cashier. Which job is correct?",carpenter
"John Morgan Jones is male. He works as a carpenter. Candidates: carpenter, ceo. Question: What job does he have?",carpenter
Information: David Grinbaum is male. He works as a carpenter. Options: cook or carpenter. Select the correct occupation.,carpenter
"I know that Khana Feinbukh is female and works as a carpenter. Here are some options: manager, carpenter. Which one is correct?",carpenter
Information: Trina Gulliver is female. She works as a carpenter. Options: carpenter or nurse. Select the correct occupation.,carpenter
"I know that May Clark is female and works as a carpenter. Here are some options: guard, carpenter. Which one is correct?",carpenter
"Sandra Lovelace Nicholas is female. She has a profession. Candidates: analyst, carpenter. Which profession is her?",carpenter
