prompt,completion
"I know that Peter Wyman is male and works as a accountant. Here are some options: accountant, janitor. Which one is correct?",accountant
"Q136309071 works as a accountant. He is male. Candidates: accountant, baker. Which job is correct?",accountant
"I Kisun is male. He works as a accountant. Candidates: accountant, nurse. Question: What job does he have?",accountant
"I know that Neil Angus is male and works as a accountant. Here are some options: nurse, accountant. Which one is correct?",accountant
"I know that Masahiko Ikaga is male and works as a accountant. Here are some options: janitor, accountant. Which one is correct?",accountant
"Rintarō Aoki is male. He has a profession. Candidates: accountant, clerk. Which profession is his?",accountant
"Marc Harris is male. He works as a accountant. Candidates: janitor, accountant. Question: What job does he have?",accountant
"Robert Elstone is male. He has a profession. Candidates: analyst, accountant. Which profession is his?",accountant
"John B. T. Campbell III works as a accountant. He is male. Candidates: clerk, accountant. Which job is correct?",accountant
"I know that Richard Baum is male and works as a accountant. Here are some options: accountant, physician. Which one is correct?",accountant
"I know that Efrat Peled is female and works as a accountant. Here are some options: accountant, analyst. Which one is correct?",accountant
"Rosario Violeta Grijalva Salazar is female. She has a profession. Candidates: accountant, assistant. Which profession is her?",accountant
"Alicja Gębczyńska works as a accountant. She is female. Candidates: librarian, accountant. Which job is correct?",accountant
"I know that Ingrid Schubert is female and works as a accountant. Here are some options: accountant, laborer. Which one is correct?",accountant
"I know that Kamogelo Mowaneng is female and works as a accountant. Here are some options: cook, accountant. Which one is correct?",accountant
Information: Helena Plosová is female. She works as a accountant. Options: accountant or sheriff. Select the correct occupation.,accountant
"Laurence Tiennot-Herment is female. She works as a accountant. Candidates: attendant, accountant. Question: What job does she have?",accountant
"Marcelle Robineau works as a accountant. She is female. Candidates: accountant, cashier. Which job is correct?",accountant
Information: Lori Roy is female. She works as a accountant. Options: accountant or mechanic. Select the correct occupation.,accountant
"Monica Chakwera works as a accountant. She is female. Candidates: nurse, accountant. Which job is correct?",accountant
Information: Inuwa Yakubu Shalangwa is male. He works as a analyst. Options: sheriff or analyst. Select the correct occupation.,analyst
"Ana Ayuso Pozo is female. She works as a analyst. Candidates: analyst, construction worker. Question: What job does she have?",analyst
