prompt,completion
"Peter Wyman is male. He has a profession. Candidates: editor, accountant. Which profession is his?",accountant
"Q136309071 is male. He has a profession. Candidates: accountant, housekeeper. Which profession is his?",accountant
Information: Efrat Peled is female. She works as a accountant. Options: accountant or writer. Select the correct occupation.,accountant
Information: Rosario Violeta Grijalva Salazar is female. She works as a accountant. Options: attendant or accountant. Select the correct occupation.,accountant
"I know that Inuwa Yakubu Shalangwa is male and works as a analyst. Here are some options: analyst, counselor. Which one is correct?",analyst
Information: Ana Ayuso Pozo is female. She works as a analyst. Options: analyst or clerk. Select the correct occupation.,analyst
"David Edwards is male. He has a profession. Candidates: construction worker, assistant. Which profession is his?",assistant
"I know that John III of Henneberg-Schleusingen is male and works as a assistant. Here are some options: assistant, cook. Which one is correct?",assistant
"Zuzana Rebcová works as a assistant. She is female. Candidates: teacher, assistant. Which job is correct?",assistant
"Maria Cristina Leal de Carvalho Viegas works as a assistant. She is female. Candidates: assistant, nurse. Which job is correct?",assistant
Information: Adrian Vaughan is male. He works as a attendant. Options: guard or attendant. Select the correct occupation.,attendant
"Bobby Calder is male. He has a profession. Candidates: attendant, supervisor. Which profession is his?",attendant
"I know that Antonie Formanová is female and works as a attendant. Here are some options: carpenter, attendant. Which one is correct?",attendant
"I know that Monica Coghlan is female and works as a attendant. Here are some options: mechanic, attendant. Which one is correct?",attendant
"Andreas Staribacher is male. He has a profession. Candidates: auditor, librarian. Which profession is his?",auditor
"Werner Conrad works as a auditor. He is male. Candidates: auditor, teacher. Which job is correct?",auditor
"Josephine Maltby is female. She has a profession. Candidates: cleaner, auditor. Which profession is her?",auditor
"Joy Phumaphi is female. She has a profession. Candidates: auditor, manager. Which profession is her?",auditor
"Martin Coupaye works as a baker. He is male. Candidates: baker, guard. Which job is correct?",baker
"I know that Llorenç Birba i Cordomí is male and works as a baker. Here are some options: auditor, baker. Which one is correct?",baker
"I know that Maria Anna Zauner is female and works as a baker. Here are some options: laborer, baker. Which one is correct?",baker
"Melissa Chou is female. She has a profession. Candidates: assistant, baker. Which profession is her?",baker
"I know that Paul Manauthon is male and works as a carpenter. Here are some options: carpenter, farmer. Which one is correct?",carpenter
"I know that Willm Rolf Meyer is male and works as a carpenter. Here are some options: chief, carpenter. Which one is correct?",carpenter
"Khana Feinbukh is female. She works as a carpenter. Candidates: laborer, carpenter. Question: What job does she have?",carpenter
Information: Trina Gulliver is female. She works as a carpenter. Options: cleaner or carpenter. Select the correct occupation.,carpenter
Information: Johann Gottlieb Zenker is male. He works as a cashier. Options: librarian or cashier. Select the correct occupation.,cashier
"Kei Ogura works as a cashier. He is male. Candidates: salesperson, cashier. Which job is correct?",cashier
"Marie A. Detrick is female. She has a profession. Candidates: cashier, secretary. Which profession is her?",cashier
Information: Clara Almánzar is female. She works as a cashier. Options: mechanic or cashier. Select the correct occupation.,cashier
"Amir Ashkenazi is male. He has a profession. Candidates: janitor, ceo. Which profession is his?",ceo
Information: Peter Njonjo is male. He works as a ceo. Options: ceo or designer. Select the correct occupation.,ceo
Information: Ravit Barniv is female. She works as a ceo. Options: assistant or ceo. Select the correct occupation.,ceo
"Jeanette Aaen is female. She works as a ceo. Candidates: ceo, janitor. Question: What job does she have?",ceo
"Ronnie Woo Woo is male. He has a profession. Candidates: cleaner, salesperson. Which profession is his?",cleaner
Information: Nilton Donizeti da Silva is male. He works as a cleaner. Options: cleaner or accountant. Select the correct occupation.,cleaner
"Frieda Mager is female. She has a profession. Candidates: cleaner, manager. Which profession is her?",cleaner
Information: Victoria Hughes is female. She works as a cleaner. Options: cleaner or supervisor. Select the correct occupation.,cleaner
"Cheta Nwanze works as a clerk. He is male. Candidates: clerk, nurse. Which job is correct?",clerk
Information: Cradock Newton is male. He works as a clerk. Options: clerk or physician. Select the correct occupation.,clerk
Information: Pasha Leberfeld is female. She works as a clerk. Options: writer or clerk. Select the correct occupation.,clerk
"Solimar Silva is female. She has a profession. Candidates: clerk, librarian. Which profession is her?",clerk
"Jaroslav Kovář starší is male. He works as a construction_worker. Candidates: construction_worker, mover. Question: What job does he have?",construction_worker
"I know that John Parry is male and works as a construction_worker. Here are some options: writer, construction_worker. Which one is correct?",construction_worker
"Ember is female. She has a profession. Candidates: construction_worker, assistant. Which profession is her?",construction_worker
"Sunita Devi is female. She has a profession. Candidates: construction_worker, lawyer. Which profession is her?",construction_worker
"Hans Stucki works as a cook. He is male. Candidates: nurse, cook. Which job is correct?",cook
Information: Cándido López Sanz is male. He works as a cook. Options: cook or librarian. Select the correct occupation.,cook
"Renée Voltaire is female. She works as a cook. Candidates: cook, analyst. Question: What job does she have?",cook
"Jenny Dorsey is female. She has a profession. Candidates: cook, construction worker. Which profession is her?",cook
"Jindřich Halama is male. He has a profession. Candidates: cashier, counselor. Which profession is his?",counselor
"Germain Dusausoy is male. He works as a counselor. Candidates: writer, counselor. Question: What job does he have?",counselor
"Naina Athale is female. She has a profession. Candidates: counselor, clerk. Which profession is her?",counselor
"Susan Crozier is female. She works as a counselor. Candidates: accountant, counselor. Question: What job does she have?",counselor
"Xanti Schawinsky is male. He works as a designer. Candidates: designer, construction worker. Question: What job does he have?",designer
Information: Carl Ernst Kropp is male. He works as a designer. Options: designer or cashier. Select the correct occupation.,designer
"Anne Desmet is female. She has a profession. Candidates: designer, driver. Which profession is her?",designer
"Maria Hofker-Rueter is female. She has a profession. Candidates: designer, construction worker. Which profession is her?",designer
"Zinhor Nasri is male. He works as a developer. Candidates: janitor, developer. Question: What job does he have?",developer
"Pavel Mžourek works as a developer. He is male. Candidates: developer, laborer. Which job is correct?",developer
"Arielle Gordon works as a developer. She is female. Candidates: developer, counselor. Which job is correct?",developer
"I know that Brigit Lichtenegger is female and works as a developer. Here are some options: physician, developer. Which one is correct?",developer
"Sven Verbrugge works as a driver. He is male. Candidates: salesperson, driver. Which job is correct?",driver
"Thomas Bieberbach is male. He works as a driver. Candidates: clerk, driver. Question: What job does he have?",driver
"Louise Scherbyn is female. She works as a driver. Candidates: driver, mechanic. Question: What job does she have?",driver
"Q29108448 is female. She works as a driver. Candidates: writer, driver. Question: What job does she have?",driver
"Per-Arne Bjerke works as a editor. He is male. Candidates: editor, librarian. Which job is correct?",editor
Information: Odd Egil Valderhaug is male. He works as a editor. Options: librarian or editor. Select the correct occupation.,editor
"Maria Helena Schmidt is female. She works as a editor. Candidates: editor, hairdresser. Question: What job does she have?",editor
"Anita Tešovičová works as a editor. She is female. Candidates: editor, counselor. Which job is correct?",editor
"Elliot Lillico is male. He works as a farmer. Candidates: farmer, janitor. Question: What job does he have?",farmer
