prompt,completion
"Peter Wyman works as a accountant. He is male. Candidates: salesperson, accountant. Which job is correct?",accountant
"Q136309071 works as a accountant. He is male. Candidates: accountant, ceo. Which job is correct?",accountant
"I Kisun is male. He has a profession. Candidates: accountant, tailor. Which profession is his?",accountant
"Efrat Peled works as a accountant. She is female. Candidates: construction worker, accountant. Which job is correct?",accountant
"Rosario Violeta Grijalva Salazar is female. She has a profession. Candidates: accountant, clerk. Which profession is her?",accountant
"Alicja Gębczyńska is female. She has a profession. Candidates: lawyer, accountant. Which profession is her?",accountant
"Inuwa Yakubu Shalangwa works as a analyst. He is male. Candidates: receptionist, analyst. Which job is correct?",analyst
Information: Ana Ayuso Pozo is female. She works as a analyst. Options: analyst or salesperson. Select the correct occupation.,analyst
"David Edwards works as a assistant. He is male. Candidates: guard, assistant. Which job is correct?",assistant
"John III of Henneberg-Schleusingen is male. He works as a assistant. Candidates: assistant, nurse. Question: What job does he have?",assistant
"Aleksander Jaworowski is male. He works as a assistant. Candidates: physician, assistant. Question: What job does he have?",assistant
Information: Zuzana Rebcová is female. She works as a assistant. Options: assistant or cleaner. Select the correct occupation.,assistant
"Maria Cristina Leal de Carvalho Viegas is female. She works as a assistant. Candidates: sheriff, assistant. Question: What job does she have?",assistant
"I know that Adar Abdulkadir is female and works as a assistant. Here are some options: assistant, accountant. Which one is correct?",assistant
"Adrian Vaughan is male. He works as a attendant. Candidates: guard, attendant. Question: What job does he have?",attendant
"I know that Bobby Calder is male and works as a attendant. Here are some options: attendant, mechanic. Which one is correct?",attendant
Information: Antonie Formanová is female. She works as a attendant. Options: attendant or sheriff. Select the correct occupation.,attendant
Information: Monica Coghlan is female. She works as a attendant. Options: ceo or attendant. Select the correct occupation.,attendant
"Andreas Staribacher works as a auditor. He is male. Candidates: auditor, attendant. Which job is correct?",auditor
"I know that Werner Conrad is male and works as a auditor. Here are some options: cashier, auditor. Which one is correct?",auditor
"Bjarke Vodder Nielsen is male. He has a profession. Candidates: auditor, designer. Which profession is his?",auditor
"Josephine Maltby is female. She works as a auditor. Candidates: farmer, auditor. Question: What job does she have?",auditor
"Joy Phumaphi is female. She has a profession. Candidates: teacher, auditor. Which profession is her?",auditor
"Bergljot Brennvik is female. She works as a auditor. Candidates: auditor, nurse. Question: What job does she have?",auditor
"Martin Coupaye works as a baker. He is male. Candidates: laborer, baker. Which job is correct?",baker
"Llorenç Birba i Cordomí is male. He has a profession. Candidates: baker, cleaner. Which profession is his?",baker
Information: Viateur Éthier is male. He works as a baker. Options: physician or baker. Select the correct occupation.,baker
"Maria Anna Zauner is female. She works as a baker. Candidates: clerk, baker. Question: What job does she have?",baker
"Melissa Chou works as a baker. She is female. Candidates: developer, baker. Which job is correct?",baker
Information: Belinda Leong is female. She works as a baker. Options: baker or salesperson. Select the correct occupation.,baker
"Paul Manauthon is male. He works as a carpenter. Candidates: chief, carpenter. Question: What job does he have?",carpenter
"Willm Rolf Meyer is male. He works as a carpenter. Candidates: carpenter, auditor. Question: What job does he have?",carpenter
"I know that Christian David is male and works as a carpenter. Here are some options: receptionist, carpenter. Which one is correct?",carpenter
"Khana Feinbukh works as a carpenter. She is female. Candidates: carpenter, sheriff. Which job is correct?",carpenter
"Trina Gulliver is female. She has a profession. Candidates: hairdresser, carpenter. Which profession is her?",carpenter
"May Clark is female. She has a profession. Candidates: clerk, carpenter. Which profession is her?",carpenter
"Johann Gottlieb Zenker is male. He has a profession. Candidates: cashier, cook. Which profession is his?",cashier
"Kei Ogura is male. He works as a cashier. Candidates: cashier, counselor. Question: What job does he have?",cashier
"Hirotaka Ishihara is male. He has a profession. Candidates: attendant, cashier. Which profession is his?",cashier
"Marie A. Detrick is female. She works as a cashier. Candidates: attendant, cashier. Question: What job does she have?",cashier
"Clara Almánzar is female. She has a profession. Candidates: cashier, guard. Which profession is her?",cashier
"Clémence Roy is female. She has a profession. Candidates: cashier, attendant. Which profession is her?",cashier
"I know that Amir Ashkenazi is male and works as a ceo. Here are some options: tailor, ceo. Which one is correct?",ceo
