prompt,completion
"I know that Peter Wyman is male and works as a accountant. Here are some options: developer, accountant. Which one is correct?",accountant
"Q136309071 is male. He has a profession. Candidates: counselor, accountant. Which profession is his?",accountant
"I Kisun is male. He has a profession. Candidates: accountant, assistant. Which profession is his?",accountant
"Neil Angus is male. He works as a accountant. Candidates: cashier, accountant. Question: What job does he have?",accountant
"Masahiko Ikaga works as a accountant. He is male. Candidates: tailor, accountant. Which job is correct?",accountant
"I know that Rintarō Aoki is male and works as a accountant. Here are some options: cook, accountant. Which one is correct?",accountant
"Marc Harris is male. He has a profession. Candidates: chief, accountant. Which profession is his?",accountant
Information: Robert Elstone is male. He works as a accountant. Options: cleaner or accountant. Select the correct occupation.,accountant
"I know that John B. T. Campbell III is male and works as a accountant. Here are some options: accountant, cook. Which one is correct?",accountant
"Richard Baum works as a accountant. He is male. Candidates: accountant, receptionist. Which job is correct?",accountant
"Q18542647 is male. He works as a accountant. Candidates: lawyer, accountant. Question: What job does he have?",accountant
"Salomon de Monchy is male. He works as a accountant. Candidates: supervisor, accountant. Question: What job does he have?",accountant
"Oleg Vladimirovich Korobchenko works as a accountant. He is male. Candidates: accountant, clerk. Which job is correct?",accountant
Information: Auguste Maltais is male. He works as a accountant. Options: accountant or developer. Select the correct occupation.,accountant
"Q136383833 works as a accountant. He is male. Candidates: housekeeper, accountant. Which job is correct?",accountant
"Thomas E. Martin works as a accountant. He is male. Candidates: accountant, librarian. Which job is correct?",accountant
Information: Q130521930 is male. He works as a accountant. Options: accountant or cleaner. Select the correct occupation.,accountant
"I know that Leo van Gasselt is male and works as a accountant. Here are some options: accountant, physician. Which one is correct?",accountant
Information: Giovanni Cocca is male. He works as a accountant. Options: accountant or mechanic. Select the correct occupation.,accountant
Information: Arthur Bach is male. He works as a accountant. Options: mover or accountant. Select the correct occupation.,accountant
"Siegfried Moses is male. He has a profession. Candidates: analyst, accountant. Which profession is his?",accountant
"I know that Rihard Svetoslav Premrou is male and works as a accountant. Here are some options: accountant, cashier. Which one is correct?",accountant
"Q4314322 is male. He has a profession. Candidates: accountant, driver. Which profession is his?",accountant
"Augusto Andino Alcayaga Aldunate works as a accountant. He is male. Candidates: accountant, secretary. Which job is correct?",accountant
"Jacob Oem van Wijngaerden is male. He works as a accountant. Candidates: accountant, clerk. Question: What job does he have?",accountant
"Miguel de Cervantes is male. He has a profession. Candidates: accountant, chief. Which profession is his?",accountant
Information: Percy Ludgate is male. He works as a accountant. Options: cleaner or accountant. Select the correct occupation.,accountant
Information: Manuel Andres Contreras Menares is male. He works as a accountant. Options: accountant or librarian. Select the correct occupation.,accountant
"Sir Roderick Consett Proctor is male. He works as a accountant. Candidates: accountant, carpenter. Question: What job does he have?",accountant
Information: Philip M. Colquhoun is male. He works as a accountant. Options: tailor or accountant. Select the correct occupation.,accountant
"Walter Bridgland works as a accountant. He is male. Candidates: driver, accountant. Which job is correct?",accountant
